id,job_name,specialization
29.581,Монтажник,Рабочий персонал
29.582,Проводник,Рабочий персонал
29.583,Маляр,Рабочий персонал
29.588,Другое,Рабочий персонал
29.162,Наладчик,Рабочий персонал
27.496,"Воспитатель, Гувернантка/гувернёр, Няня",Домашний персонал
27.497,"домработница/домработник, Горничная",Домашний персонал
27.498,Персональный водитель,Домашний персонал
27.499,Садовник,Домашний персонал
27.500,Повар,Домашний персонал
27.501,Сиделка,Домашний персонал
27.533,"Помощник по хозяйству, Управляющий",Домашний персонал
27.584,Репетитор,Домашний персонал
27.741,Другое,Домашний персонал
15.730,Бухгалтерия,"Начало карьеры, студенты"
15.731,Закупки,"Начало карьеры, студенты"
15.750,Другое,"Начало карьеры, студенты"
15.764,Рабочий персонал,"Начало карьеры, студенты"
15.68,Добыча сырья,"Начало карьеры, студенты"
15.93,"Информационные технологии, Интернет, Мультимедиа","Начало карьеры, студенты"
15.96,"Искусство, Развлечения, Масс-медиа","Начало карьеры, студенты"
15.140,"Маркетинг, Реклама, PR","Начало карьеры, студенты"
15.146,"Медицина, Фармацевтика","Начало карьеры, студенты"
15.167,"Наука, Образование","Начало карьеры, студенты"
15.237,"Производство, Технологии","Начало карьеры, студенты"
15.281,Страхование,"Начало карьеры, студенты"
15.288,"Строительство, Архитектура","Начало карьеры, студенты"
15.308,"Транспорт, Логистика","Начало карьеры, студенты"
15.313,"Туризм, Гостиницы, Рестораны","Начало карьеры, студенты"
15.320,Управление персоналом,"Начало карьеры, студенты"
15.346,"Финансы, Банки, Инвестиции","Начало карьеры, студенты"
15.363,Юристы,"Начало карьеры, студенты"
15.388,Административный персонал,"Начало карьеры, студенты"
15.389,Продажи,"Начало карьеры, студенты"
15.390,Автомобильный бизнес,"Начало карьеры, студенты"
15.391,Консультирование,"Начало карьеры, студенты"
25.743,Другое,Инсталляция и сервис
25.381,Сервисный инженер,Инсталляция и сервис
25.382,Руководитель сервисного центра,Инсталляция и сервис
25.383,Менеджер по сервису - сетевые и телекоммуникационные технологии,Инсталляция и сервис
25.384,Менеджер по сервису - промышленное оборудование,Инсталляция и сервис
25.385,Менеджер по сервису - транспорт,Инсталляция и сервис
25.386,Инсталляция и настройка оборудования,Инсталляция и сервис
12.746,Другое,Консультирование
12.5,"Internet, E-Commerce",Консультирование
12.6,Knowledge management,Консультирование
12.7,PR Consulting,Консультирование
12.92,Информационные технологии,Консультирование
12.97,Исследования рынка,Консультирование
12.122,Корпоративные финансы,Консультирование
12.180,"Начальный уровень, Мало опыта",Консультирование
12.197,Организационное консультирование,Консультирование
12.251,Реинжиниринг бизнес процессов,Консультирование
12.252,"Реинжиниринг, Аутсорсинг финансовой функции",Консультирование
12.280,Стратегия,Консультирование
12.322,Управление практикой,Консультирование
12.326,Управление проектами,Консультирование
12.331,Управленческое консультирование,Консультирование
12.376,Недвижимость,Консультирование
14.749,Другое,"Наука, образование"
14.762,Дошкольное образование,"Наука, образование"
14.37,Биотехнологии,"Наука, образование"
14.60,Гуманитарные науки,"Наука, образование"
14.87,Инженерные науки,"Наука, образование"
14.91,"Информатика, Информационные системы","Наука, образование"
14.141,Математика,"Наука, образование"
14.169,Науки о Земле,"Наука, образование"
14.178,"Начальный уровень, Мало опыта","Наука, образование"
14.217,Преподавание,"Наука, образование"
14.340,Физика,"Наука, образование"
14.349,Химия,"Наука, образование"
14.355,"Экономика, Менеджмент","Наука, образование"
14.364,Языки,"Наука, образование"
6.758,Другое,"Управление персоналом, тренинги"
6.107,Компенсации и льготы,"Управление персоналом, тренинги"
6.184,"Начальный уровень, Мало опыта","Управление персоналом, тренинги"
6.247,Развитие персонала,"Управление персоналом, тренинги"
6.254,Рекрутмент,"Управление персоналом, тренинги"
6.309,Тренинги,"Управление персоналом, тренинги"
6.319,Управление персоналом,"Управление персоналом, тренинги"
6.336,Учет кадров,"Управление персоналом, тренинги"
